Sample Id,Site,Sample Start Date,Date,Start Time,Time,Analyte,Status,Final Result,Units,Water Treatment Plant,WTP Group,SPDES Number
K-2002295-10,MSC,7/21/2020,7/21/2020,9:00,15:00,CBOD,Done,<3.0,mg/L,Margaretville,City Owned - Effluent,NY0026531
K-2002295-12,EPE,7/21/2020,7/21/2020,8:30,14:30,BOD,Done,<3.0,mg/L,Pine Hill,City Owned - Effluent,NY0026557
K-2002295-01,STR,7/21/2020,7/21/2020,9:00,15:00,CBOD,Done,174,mg/L,Tannersville,City Owned - Influent,NY0026573
K-2002295-02,STE,7/21/2020,7/21/2020,9:00,15:00,CBOD,Done,<3.0,mg/L,Tannersville,City Owned - Effluent,NY0026573
K-2002295-02,STE,7/21/2020,7/21/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,47,µg/L,Tannersville,City Owned - Effluent,NY0026573
K-2002295-05,SGE,7/21/2020,7/21/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,30,µg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2002295-10,MSC,7/21/2020,7/21/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,105,µg/L,Margaretville,City Owned - Effluent,NY0026531
K-2002295-12,EPE,7/21/2020,7/21/2020,8:30,14:30,"Phosphorus, Total (as P)",Done,45,µg/L,Pine Hill,City Owned - Effluent,NY0026557
K-2002295-03,STEG,,7/22/2020,,7:20,"Coliform, Fecal",Done,<1,FC/100mL,Tannersville,City Owned - Effluent,NY0026573
K-2002295-11,MSC,,7/22/2020,,7:32,"Coliform, Fecal",Done,<1,FC/100mL,Margaretville,City Owned - Effluent,NY0026531
K-2002295-08,EPEG,,7/22/2020,,9:00,"Coliform, Fecal",Done,<1,FC/100mL,Pine Hill,City Owned - Effluent,NY0026557
K-2002295-06,SGEG,,7/22/2020,,9:00,"Coliform, Fecal",Done,<1,FC/100mL,Grand Gorge,City Owned - Effluent,NY0026565
G-2002222-01,PJ1,7/21/2020,7/22/2020,6:30,6:30,BOD,Done,193,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-2002222-02,PJ9,7/21/2020,7/22/2020,6:30,6:30,BOD,Done,14.6,mg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002222-03,PJ9,,7/22/2020,,6:35,"Coliform, Fecal",Done,<2,FC/100mL,Port Jervis,City Owned - Effluent,NY0026522
G-2002222-01,PJ1,7/21/2020,7/22/2020,6:30,6:30,"Solids, Total Suspended",Done,154,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-2002222-02,PJ9,7/21/2020,7/22/2020,6:30,6:30,"Solids, Total Suspended",Done,5,mg/L,Port Jervis,City Owned - Effluent,NY0026522
K-2002534-01,KNGCMT,,7/23/2020,,9:01,"Copper, Total",Cancel,Cancel,µg/L,Kingston Facility,City Owned - Effluent,
K-2002536-01,KNGCMT,,7/23/2020,,12:00,"Copper, Total",Cancel,Cancel,µg/L,Kingston Facility,City Owned - Effluent,
K-2002544-01,KNGCMT,,7/23/2020,,15:00,"Copper, Total",Cancel,Cancel,µg/L,Kingston Facility,City Owned - Effluent,
K-2002545-01,KNGCMT,7/23/2020,7/23/2020,9:01,15:00,"Copper, Total",Warning,28.5,µg/L,Kingston Facility,City Owned - Effluent,
K-2002545-01,KNGCMT,7/23/2020,7/23/2020,9:01,15:00,Sc,Done,118,%,Kingston Facility,City Owned - Effluent,
K-2002545-01,KNGCMT,7/23/2020,7/23/2020,9:01,15:00,"Zinc, Total",Done,13.7,µg/L,Kingston Facility,City Owned - Effluent,
K-2002534-01,KNGCMT,,7/23/2020,,9:01,pH,Done,6.88,,Kingston Facility,City Owned - Effluent,
K-2002534-01,KNGCMT,,7/23/2020,,9:01,Temperature,Done,31.6,C,Kingston Facility,City Owned - Effluent,
K-2002536-01,KNGCMT,,7/23/2020,,12:00,pH,Done,10.29,,Kingston Facility,City Owned - Effluent,
K-2002536-01,KNGCMT,,7/23/2020,,12:00,Temperature,Done,37.2,C,Kingston Facility,City Owned - Effluent,
K-2002544-01,KNGCMT,,7/23/2020,,15:00,pH,Done,9.79,,Kingston Facility,City Owned - Effluent,
K-2002544-01,KNGCMT,,7/23/2020,,15:00,Temperature,Done,37.9,C,Kingston Facility,City Owned - Effluent,
K-2002545-01,KNGCMT,7/23/2020,7/23/2020,9:01,15:00,"Mercury, Total",Done,<0.10,µg/L,Kingston Facility,City Owned - Effluent,
G-2002308-01,PJ1,7/28/2020,7/29/2020,6:30,6:30,BOD,Done,157,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-2002308-02,PJ9,7/28/2020,7/29/2020,6:30,6:30,BOD,Done,11.1,mg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002308-03,PJ9,,7/29/2020,,6:45,"Coliform, Fecal",Done,<2,FC/100mL,Port Jervis,City Owned - Effluent,NY0026522
G-2002308-01,PJ1,7/28/2020,7/29/2020,6:30,6:30,"Solids, Total Suspended",Done,132,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-2002308-02,PJ9,7/28/2020,7/29/2020,6:30,6:30,"Solids, Total Suspended",Done,4.6,mg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002640-01,Oil Water Separator Outlet,,7/30/2020,,11:14,pH,Done,6.22,,EDTO,City Owned - Effluent,NY0264784
G-2002640-01,Oil Water Separator Outlet,,7/30/2020,,11:14,Temperature,Done,12.9,C,EDTO,City Owned - Effluent,NY0264784
E-2002669-01,HAW LAB ANT,,8/3/2020,,10:30,pH,Done,7.3,,,City Owned - Effluent,
E-2002681-01,MAHOPAC STP EFF,8/4/2020,8/4/2020,4:05,10:05,Ammonia (as NH3),Failure,Error,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2002681-01,MAHOPAC STP EFF,8/4/2020,8/4/2020,4:05,10:05,Nitrate/Nitrite (as N),Done,3.51,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2002681-01A,MAHOPAC STP EFF,8/4/2020,8/4/2020,4:05,10:05,Ammonia (as NH3),Failure,Error,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2002681-01B,MAHOPAC STP EFF,8/4/2020,8/4/2020,4:05,10:05,Ammonia (as NH3),Done,<0.30,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
K-2002522-02,STE,8/4/2020,8/4/2020,9:00,15:00,Ammonia (as NH3),Done,<0.20,mg/L,Tannersville,City Owned - Effluent,NY0026573
K-2002522-05,SGE,8/4/2020,8/4/2020,9:00,15:00,Ammonia (as NH3),Done,<0.20,mg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2002522-10,MSC,8/4/2020,8/4/2020,9:00,15:00,Ammonia (as NH3),Done,<0.20,mg/L,Margaretville,City Owned - Effluent,NY0026531
K-2002522-12,EPE,8/4/2020,8/4/2020,8:30,14:30,Ammonia (as NH3),Done,<0.20,mg/L,Pine Hill,City Owned - Effluent,NY0026557
G-2002430-02,RGC,8/4/2020,8/4/2020,8:00,14:00,Ammonia (as NH3),Done,<0.20,mg/L,Grahamsville,City Owned - Effluent,NY0026549
K-2002522-01,STR,8/4/2020,8/4/2020,9:00,15:00,"Solids, Total Suspended",Done,258,mg/L,Tannersville,City Owned - Influent,NY0026573
K-2002522-02,STE,8/4/2020,8/4/2020,9:00,15:00,"Solids, Total Suspended",Done,<1.0,mg/L,Tannersville,City Owned - Effluent,NY0026573
K-2002522-04,SGR,8/4/2020,8/4/2020,9:00,15:00,"Solids, Total Suspended",Done,300,mg/L,Grand Gorge,City Owned - Influent,NY0026565
K-2002522-05,SGE,8/4/2020,8/4/2020,9:00,15:00,"Solids, Total Suspended",Done,<1.1,mg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2002522-07,EPR,8/4/2020,8/4/2020,8:30,14:30,"Solids, Total Suspended",Done,790,mg/L,Pine Hill,City Owned - Influent,NY0026557
K-2002522-09,MSR,8/4/2020,8/4/2020,9:00,15:00,"Solids, Total Suspended",Done,385,mg/L,Margaretville,City Owned - Influent,NY0026531
K-2002522-10,MSC,8/4/2020,8/4/2020,9:00,15:00,"Solids, Total Suspended",Done,<1.1,mg/L,Margaretville,City Owned - Effluent,NY0026531
K-2002522-12,EPE,8/4/2020,8/4/2020,8:30,14:30,"Solids, Total Suspended",Done,<1.1,mg/L,Pine Hill,City Owned - Effluent,NY0026557
G-2002430-01,RGR,8/4/2020,8/4/2020,8:00,14:00,"Solids, Total Suspended",Done,59.6,mg/L,Grahamsville,City Owned - Influent,NY0026549
G-2002430-02,RGC,8/4/2020,8/4/2020,8:00,14:00,"Solids, Total Suspended",Done,<1.0,mg/L,Grahamsville,City Owned - Effluent,NY0026549
E-2002681-01,MAHOPAC STP EFF,8/4/2020,8/4/2020,4:05,10:05,"Solids, Total Suspended",Done,3.5,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2002681-03,MAHOPAC STP INF,8/4/2020,8/4/2020,4:05,10:05,"Solids, Total Suspended",Done,146,mg/L,Mahopac STP,City Owned - Influent,
E-2002681-01,MAHOPAC STP EFF,8/4/2020,8/4/2020,4:05,10:05,CBOD,Done,<2.0,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2002681-02,MAHOPAC STP EFF,,8/4/2020,,10:10,"Coliform, Fecal",Done,<1,FC/100mL,Mahopac STP,City Owned - Effluent,NY0026590
E-2002681-03,MAHOPAC STP INF,8/4/2020,8/4/2020,4:05,10:05,CBOD,Done,111,mg/L,Mahopac STP,City Owned - Influent,
K-2002522-12,EPE,8/4/2020,8/4/2020,8:30,14:30,BOD,Done,<3.0,mg/L,Pine Hill,City Owned - Effluent,NY0026557
K-2002522-09,MSR,8/4/2020,8/4/2020,9:00,15:00,CBOD,Done,170,mg/L,Margaretville,City Owned - Influent,NY0026531
K-2002522-10,MSC,8/4/2020,8/4/2020,9:00,15:00,CBOD,Done,<3.0,mg/L,Margaretville,City Owned - Effluent,NY0026531
K-2002522-01,STR,8/4/2020,8/4/2020,9:00,15:00,CBOD,Done,163,mg/L,Tannersville,City Owned - Influent,NY0026573
K-2002522-02,STE,8/4/2020,8/4/2020,9:00,15:00,CBOD,Done,<3.0,mg/L,Tannersville,City Owned - Effluent,NY0026573
K-2002522-04,SGR,8/4/2020,8/4/2020,9:00,15:00,CBOD,Done,168,mg/L,Grand Gorge,City Owned - Influent,NY0026565
K-2002522-05,SGE,8/4/2020,8/4/2020,9:00,15:00,CBOD,Done,<3.0,mg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2002522-07,EPR,8/4/2020,8/4/2020,8:30,14:30,BOD,Done,535,mg/L,Pine Hill,City Owned - Influent,NY0026557
G-2002430-01,RGR,8/4/2020,8/4/2020,8:00,14:00,CBOD,Done,44,mg/L,Grahamsville,City Owned - Influent,NY0026549
G-2002430-02,RGC,8/4/2020,8/4/2020,8:00,14:00,CBOD,Done,<3.0,mg/L,Grahamsville,City Owned - Effluent,NY0026549
G-2002430-03,RGC,,8/4/2020,,14:00,"Coliform, Fecal",Done,23,FC/100mL,Grahamsville,City Owned - Effluent,NY0026549
K-2002522-02,STE,8/4/2020,8/4/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,92,µg/L,Tannersville,City Owned - Effluent,NY0026573
G-2002430-02,RGC,8/4/2020,8/4/2020,8:00,14:00,"Phosphorus, Total (as P)",Done,49,µg/L,Grahamsville,City Owned - Effluent,NY0026549
K-2002522-05,SGE,8/4/2020,8/4/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,32,µg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2002522-10,MSC,8/4/2020,8/4/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,124,µg/L,Margaretville,City Owned - Effluent,NY0026531
K-2002522-12,EPE,8/4/2020,8/4/2020,8:30,14:30,"Phosphorus, Total (as P)",Done,29,µg/L,Pine Hill,City Owned - Effluent,NY0026557
E-2002681-01,MAHOPAC STP EFF,8/4/2020,8/4/2020,4:05,10:05,"Phosphorus, Total (as P)",Done,169,µg/L,Mahopac STP,City Owned - Effluent,NY0026590
G-2002431-02,PJ9,8/4/2020,8/5/2020,6:30,6:30,"Phosphorus, Total (as P)",Failure,Error,µg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002431-02B,PJ9,8/4/2020,8/5/2020,6:30,6:30,"Phosphorus, Total (as P)",Done,1530,µg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002431-01,PJ1,8/4/2020,8/5/2020,6:30,6:30,BOD,Done,65.8,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-2002431-02,PJ9,8/4/2020,8/5/2020,6:30,6:30,BOD,Done,15.7,mg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002431-03,PJ9,,8/5/2020,,6:35,"Coliform, Fecal",Done,E20,FC/100mL,Port Jervis,City Owned - Effluent,NY0026522
K-2002522-08,EPEG,,8/5/2020,,9:03,"Coliform, Fecal",Done,<1,FC/100mL,Pine Hill,City Owned - Effluent,NY0026557
K-2002522-06,SGEG,,8/5/2020,,9:00,"Coliform, Fecal",Done,<1,FC/100mL,Grand Gorge,City Owned - Effluent,NY0026565
K-2002522-03,STEG,,8/5/2020,,7:50,"Coliform, Fecal",Done,<1,FC/100mL,Tannersville,City Owned - Effluent,NY0026573
K-2002522-11,MSC,,8/5/2020,,8:50,"Coliform, Fecal",Done,<1,FC/100mL,Margaretville,City Owned - Effluent,NY0026531
G-2002431-01,PJ1,8/4/2020,8/5/2020,6:30,6:30,"Solids, Total Suspended",Done,106,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-2002431-02,PJ9,8/4/2020,8/5/2020,6:30,6:30,"Solids, Total Suspended",Warning,10.8,mg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002431-02,PJ9,8/4/2020,8/5/2020,6:30,6:30,"Copper, Total",Done,24.1,µg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002431-02,PJ9,8/4/2020,8/5/2020,6:30,6:30,"Nickel, Total",Done,1.9,µg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002431-02,PJ9,8/4/2020,8/5/2020,6:30,6:30,Sc,Done,94,%,Port Jervis,City Owned - Effluent,NY0026522
G-2002431-02,PJ9,8/4/2020,8/5/2020,6:30,6:30,"Zinc, Total",Failure,Error,µg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002431-02A,PJ9,8/4/2020,8/5/2020,6:30,6:30,Sc,Done,95,%,Port Jervis,City Owned - Effluent,NY0026522
G-2002431-02A,PJ9,8/4/2020,8/5/2020,6:30,6:30,"Zinc, Total",Warning,89.3,µg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002431-02,PJ9,8/4/2020,8/5/2020,6:30,6:30,Nitrate/Nitrite (as N),Done,5.95,mg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002696-01,Oil Water Separator Outlet,,8/10/2020,,13:12,pH,Done,7.19,,EDTO,City Owned - Effluent,NY0264784
G-2002696-01,Oil Water Separator Outlet,,8/10/2020,,13:12,Temperature,Done,12.4,C,EDTO,City Owned - Effluent,NY0264784
G-2002595-01,PJ1,8/11/2020,8/12/2020,6:30,6:30,BOD,Done,148,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-2002595-02,PJ9,8/11/2020,8/12/2020,6:30,6:30,BOD,Done,10.4,mg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002595-03,PJ9,,8/12/2020,,6:30,"Coliform, Fecal",Done,<2,FC/100mL,Port Jervis,City Owned - Effluent,NY0026522
G-2002595-01,PJ1,8/11/2020,8/12/2020,6:30,6:30,"Solids, Total Suspended",Done,137,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-2002595-02,PJ9,8/11/2020,8/12/2020,6:30,6:30,"Solids, Total Suspended",Done,5.4,mg/L,Port Jervis,City Owned - Effluent,NY0026522
K-2002684-01,STR,8/18/2020,8/18/2020,9:00,15:00,"Solids, Total Suspended",Done,131,mg/L,Tannersville,City Owned - Influent,NY0026573
K-2002684-02,STE,8/18/2020,8/18/2020,9:00,15:00,"Solids, Total Suspended",Done,<1.0,mg/L,Tannersville,City Owned - Effluent,NY0026573
K-2002684-04,SGR,8/18/2020,8/18/2020,9:00,15:00,"Solids, Total Suspended",Done,158,mg/L,Grand Gorge,City Owned - Influent,NY0026565
K-2002684-05,SGE,8/18/2020,8/18/2020,9:00,15:00,"Solids, Total Suspended",Done,<1.1,mg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2002684-07,EPR,8/18/2020,8/18/2020,8:30,14:30,"Solids, Total Suspended",Done,292,mg/L,Pine Hill,City Owned - Influent,NY0026557
K-2002684-09,MSR,8/18/2020,8/18/2020,9:00,15:00,"Solids, Total Suspended",Done,398,mg/L,Margaretville,City Owned - Influent,NY0026531
K-2002684-10,MSC,8/18/2020,8/18/2020,9:00,15:00,"Solids, Total Suspended",Done,1.6,mg/L,Margaretville,City Owned - Effluent,NY0026531
K-2002684-12,EPE,8/18/2020,8/18/2020,8:30,14:30,"Solids, Total Suspended",Done,<1.1,mg/L,Pine Hill,City Owned - Effluent,NY0026557
K-2002684-02,STE,8/18/2020,8/18/2020,9:00,15:00,Ammonia (as NH3),Done,<0.20,mg/L,Tannersville,City Owned - Effluent,NY0026573
K-2002684-05,SGE,8/18/2020,8/18/2020,9:00,15:00,Ammonia (as NH3),Done,<0.20,mg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2002684-10,MSC,8/18/2020,8/18/2020,9:00,15:00,Ammonia (as NH3),Done,<0.20,mg/L,Margaretville,City Owned - Effluent,NY0026531
K-2002684-12,EPE,8/18/2020,8/18/2020,8:30,14:30,Ammonia (as NH3),Done,<0.20,mg/L,Pine Hill,City Owned - Effluent,NY0026557
K-2002684-01,STR,8/18/2020,8/18/2020,9:00,15:00,CBOD,Done,116,mg/L,Tannersville,City Owned - Influent,NY0026573
K-2002684-02,STE,8/18/2020,8/18/2020,9:00,15:00,CBOD,Done,<3.0,mg/L,Tannersville,City Owned - Effluent,NY0026573
K-2002684-04,SGR,8/18/2020,8/18/2020,9:00,15:00,CBOD,Done,117,mg/L,Grand Gorge,City Owned - Influent,NY0026565
K-2002684-05,SGE,8/18/2020,8/18/2020,9:00,15:00,CBOD,Done,<3.0,mg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2002684-07,EPR,8/18/2020,8/18/2020,8:30,14:30,BOD,Done,208,mg/L,Pine Hill,City Owned - Influent,NY0026557
K-2002684-12,EPE,8/18/2020,8/18/2020,8:30,14:30,BOD,Done,<3.0,mg/L,Pine Hill,City Owned - Effluent,NY0026557
K-2002684-09,MSR,8/18/2020,8/18/2020,9:00,15:00,CBOD,Done,274,mg/L,Margaretville,City Owned - Influent,NY0026531
K-2002684-10,MSC,8/18/2020,8/18/2020,9:00,15:00,CBOD,Done,<3.0,mg/L,Margaretville,City Owned - Effluent,NY0026531
K-2002684-02,STE,8/18/2020,8/18/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,144,µg/L,Tannersville,City Owned - Effluent,NY0026573
K-2002684-05,SGE,8/18/2020,8/18/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,57,µg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2002684-10,MSC,8/18/2020,8/18/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,111,µg/L,Margaretville,City Owned - Effluent,NY0026531
K-2002684-12,EPE,8/18/2020,8/18/2020,8:30,14:30,"Phosphorus, Total (as P)",Done,30,µg/L,Pine Hill,City Owned - Effluent,NY0026557
K-2002684-11,MSC,,8/19/2020,,8:45,"Coliform, Fecal",Done,<1,FC/100mL,Margaretville,City Owned - Effluent,NY0026531
K-2002684-08,EPEG,,8/19/2020,,9:00,"Coliform, Fecal",Done,<1,FC/100mL,Pine Hill,City Owned - Effluent,NY0026557
K-2002684-06,SGEG,,8/19/2020,,9:00,"Coliform, Fecal",Done,<1,FC/100mL,Grand Gorge,City Owned - Effluent,NY0026565
K-2002684-03,STEG,,8/19/2020,,7:29,"Coliform, Fecal",Done,<1,FC/100mL,Tannersville,City Owned - Effluent,NY0026573
G-2002855-01,Gville Neutral Tank,,8/19/2020,,9:52,pH,Done,7.2,,Grahamsville,City Owned - Effluent,
G-2002855-01,Gville Neutral Tank,,8/19/2020,,9:52,Temperature,Done,21.5,C,Grahamsville,City Owned - Effluent,
G-2002626-02,PJ9,8/18/2020,8/19/2020,6:30,6:30,BOD,Done,10.3,mg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002626-03,PJ9,,8/19/2020,,6:35,"Coliform, Fecal",Done,<2,FC/100mL,Port Jervis,City Owned - Effluent,NY0026522
G-2002626-01,PJ1,8/18/2020,8/19/2020,6:30,6:30,BOD,Done,240,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-2002626-01,PJ1,8/18/2020,8/19/2020,6:30,6:30,"Solids, Total Suspended",Done,126,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-2002626-02,PJ9,8/18/2020,8/19/2020,6:30,6:30,"Solids, Total Suspended",Done,4.2,mg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002641-01,PJ1,8/25/2020,8/26/2020,6:30,6:30,"Solids, Total Suspended",Warning,148,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-2002641-02,PJ9,8/25/2020,8/26/2020,6:30,6:30,"Solids, Total Suspended",Warning,5,mg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002641-01,PJ1,8/25/2020,8/26/2020,6:30,6:30,BOD,Done,182,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-2002641-02,PJ9,8/25/2020,8/26/2020,6:30,6:30,BOD,Done,10.1,mg/L,Port Jervis,City Owned - Effluent,NY0026522
G-2002641-03,PJ9,,8/26/2020,,6:35,"Coliform, Fecal",Done,<2,FC/100mL,Port Jervis,City Owned - Effluent,NY0026522
G-2002643-01,RGR,9/1/2020,9/1/2020,8:00,14:00,CBOD,Done,94.4,mg/L,Grahamsville,City Owned - Influent,NY0026549
G-2002643-02,RGC,9/1/2020,9/1/2020,8:00,14:00,CBOD,Done,<3.0,mg/L,Grahamsville,City Owned - Effluent,NY0026549
G-2002643-03,RGC,,9/1/2020,,14:00,"Coliform, Fecal",Done,<1,FC/100mL,Grahamsville,City Owned - Effluent,NY0026549
K-2002874-12,EPE,9/1/2020,9/1/2020,8:30,14:30,BOD,Done,<3.0,mg/L,Pine Hill,City Owned - Effluent,NY0026557
K-2002874-01,STR,9/1/2020,9/1/2020,9:00,15:00,CBOD,Done,124,mg/L,Tannersville,City Owned - Influent,NY0026573
K-2002874-02,STE,9/1/2020,9/1/2020,9:00,15:00,CBOD,Done,<3.0,mg/L,Tannersville,City Owned - Effluent,NY0026573
K-2002874-04,SGR,9/1/2020,9/1/2020,9:00,15:00,CBOD,Done,91.6,mg/L,Grand Gorge,City Owned - Influent,NY0026565
K-2002874-05,SGE,9/1/2020,9/1/2020,9:00,15:00,CBOD,Done,<3.0,mg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2002874-07,EPR,9/1/2020,9/1/2020,8:30,14:30,BOD,Done,58,mg/L,Pine Hill,City Owned - Influent,NY0026557
K-2002874-09,MSR,9/1/2020,9/1/2020,9:00,15:00,CBOD,Done,214,mg/L,Margaretville,City Owned - Influent,NY0026531
K-2002874-10,MSC,9/1/2020,9/1/2020,9:00,15:00,CBOD,Done,<3.0,mg/L,Margaretville,City Owned - Effluent,NY0026531
E-2003042-01,MAHOPAC STP EFF,9/1/2020,9/1/2020,4:05,10:05,CBOD,Done,<2.0,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2003042-02,MAHOPAC STP EFF,,9/1/2020,,10:00,"Coliform, Fecal",Done,<1,FC/100mL,Mahopac STP,City Owned - Effluent,NY0026590
E-2003042-03,MAHOPAC STP INF,9/1/2020,9/1/2020,4:05,10:05,CBOD,Done,110,mg/L,Mahopac STP,City Owned - Influent,
G-2002643-02,RGC,9/1/2020,9/1/2020,8:00,14:00,"Phosphorus, Total (as P)",Done,40,µg/L,Grahamsville,City Owned - Effluent,NY0026549
K-2002874-02,STE,9/1/2020,9/1/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,59,µg/L,Tannersville,City Owned - Effluent,NY0026573
K-2002874-05,SGE,9/1/2020,9/1/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,43,µg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2002874-10,MSC,9/1/2020,9/1/2020,9:00,15:00,"Phosphorus, Total (as P)",Done,162,µg/L,Margaretville,City Owned - Effluent,NY0026531
K-2002874-12,EPE,9/1/2020,9/1/2020,8:30,14:30,"Phosphorus, Total (as P)",Done,33,µg/L,Pine Hill,City Owned - Effluent,NY0026557
E-2003042-01,MAHOPAC STP EFF,9/1/2020,9/1/2020,4:05,10:05,"Phosphorus, Total (as P)",Done,69,µg/L,Mahopac STP,City Owned - Effluent,NY0026590
G-2002643-01,RGR,9/1/2020,9/1/2020,8:00,14:00,"Solids, Total Suspended",Done,79.1,mg/L,Grahamsville,City Owned - Influent,NY0026549
G-2002643-02,RGC,9/1/2020,9/1/2020,8:00,14:00,"Solids, Total Suspended",Done,<1.1,mg/L,Grahamsville,City Owned - Effluent,NY0026549
K-2002874-01,STR,9/1/2020,9/1/2020,9:00,15:00,"Solids, Total Suspended",Done,155,mg/L,Tannersville,City Owned - Influent,NY0026573
K-2002874-02,STE,9/1/2020,9/1/2020,9:00,15:00,"Solids, Total Suspended",Done,<1.1,mg/L,Tannersville,City Owned - Effluent,NY0026573
K-2002874-04,SGR,9/1/2020,9/1/2020,9:00,15:00,"Solids, Total Suspended",Done,66,mg/L,Grand Gorge,City Owned - Influent,NY0026565
K-2002874-05,SGE,9/1/2020,9/1/2020,9:00,15:00,"Solids, Total Suspended",Done,<1.1,mg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2002874-07,EPR,9/1/2020,9/1/2020,8:30,14:30,"Solids, Total Suspended",Done,50.3,mg/L,Pine Hill,City Owned - Influent,NY0026557
K-2002874-09,MSR,9/1/2020,9/1/2020,9:00,15:00,"Solids, Total Suspended",Done,300,mg/L,Margaretville,City Owned - Influent,NY0026531
K-2002874-10,MSC,9/1/2020,9/1/2020,9:00,15:00,"Solids, Total Suspended",Done,<1.0,mg/L,Margaretville,City Owned - Effluent,NY0026531
K-2002874-12,EPE,9/1/2020,9/1/2020,8:30,14:30,"Solids, Total Suspended",Done,<1.1,mg/L,Pine Hill,City Owned - Effluent,NY0026557
E-2003042-01,MAHOPAC STP EFF,9/1/2020,9/1/2020,4:05,10:05,"Solids, Total Suspended",Done,1,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2003042-03,MAHOPAC STP INF,9/1/2020,9/1/2020,4:05,10:05,"Solids, Total Suspended",Done,216,mg/L,Mahopac STP,City Owned - Influent,
G-2002643-02,RGC,9/1/2020,9/1/2020,8:00,14:00,Ammonia (as NH3),Done,<0.20,mg/L,Grahamsville,City Owned - Effluent,NY0026549
K-2002874-02,STE,9/1/2020,9/1/2020,9:00,15:00,Ammonia (as NH3),Done,<0.20,mg/L,Tannersville,City Owned - Effluent,NY0026573
K-2002874-05,SGE,9/1/2020,9/1/2020,9:00,15:00,Ammonia (as NH3),Done,<0.20,mg/L,Grand Gorge,City Owned - Effluent,NY0026565
K-2002874-10,MSC,9/1/2020,9/1/2020,9:00,15:00,Ammonia (as NH3),Done,<0.20,mg/L,Margaretville,City Owned - Effluent,NY0026531
K-2002874-12,EPE,9/1/2020,9/1/2020,8:30,14:30,Ammonia (as NH3),Done,<0.20,mg/L,Pine Hill,City Owned - Effluent,NY0026557
E-2003042-01,MAHOPAC STP EFF,9/1/2020,9/1/2020,4:05,10:05,Ammonia (as NH3),Done,<0.30,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
