OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
BXA,Bronx River Alliance (Volunteer),BXA-BXA3-2014-07-16-09:35 W/F,2014-07-16,09:35:00,EDT,BXA-BXA3,STORET-406391290,,,,NPS POLLUTION - Wildlife Present (Y/N) (choice list),,Y,None,,Final,,Actual,,,,,,,,,,"muskrat, wet weather bias",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4 2014-08-14-09:07W/F  V,2014-08-14,09:07:00,EDT,BXA-BXA4,STORET-394128618,,,,Precipitation 24hr prior to monitoring event (choice list),,NO,,,Final,,Actual,,,,,,,,,,Targeted for wet weather (after rain event),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6-2014-07-14-10:24 W/F,2014-07-14,10:24:00,EDT,BXA-BXA6,STORET-406391108,,,,Precipitation during activity (choice list),,NO,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5 2014-06-16-11:20W/F  V,2014-06-16,11:20:00,EDT,BXA-BXA5,STORET-394126403,,,,Precipitation during activity (choice list),,NO,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1-2014-08-25-08:54 W/F,2014-08-25,08:54:00,EDT,BXA-BXA1,STORET-406392858,,,,Floating sewage (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9 2014-06-02-13:02W/F  V,2014-06-02,13:02:00,EDT,BXA-BXA9,STORET-394126026,,,,Precipitation during activity (choice list),,NO,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9-2014-08-11-11:49 W/F,2014-08-11,11:49:00,EDT,BXA-BXA9,STORET-406392368,,,,Discoloration (Y/N) (choice list),,Y,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1-2014-08-11-09:06 W/F,2014-08-11,09:06:00,EDT,BXA-BXA1,STORET-406392154,,,,Observed Recreational Use - Fishing (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6-2014-08-14-09:33 W/F 1,2014-08-14,09:33:00,EDT,BXA-BXA6,STORET-406392557,,,,Dissolved oxygen (DO),,8.18,mg/l,,Final,,Actual,,,,,,,,,,wet weather bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5-2014-06-09-10:39 W/F,2014-06-09,10:39:00,EDT,BXA-BXA5,STORET-406389805,,,,Floating debris (Y/N) (choice list),,Y,None,,Final,,Actual,,,,,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1 2014-08-11-09:06W/F  V,2014-08-11,09:06:00,EDT,BXA-BXA1,STORET-394128379,,,,Floating foam/suds (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3 2014-07-28-08:49W/F  V,2014-07-28,08:49:00,EDT,BXA-BXA3,STORET-394128012,,,,Observed Recreational Use - Boating (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9-2014-08-11-11:49 W/F,2014-08-11,11:49:00,EDT,BXA-BXA9,STORET-406392377,,,,NPS POLLUTION - Domestic Pets Present (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7-2014-07-14-11:32 W/F,2014-07-14,11:32:00,EDT,BXA-BXA7,STORET-406391140,,,,Tide stage (choice list),,FLOOD,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2-2014-07-21-09:06 W/F,2014-07-21,09:06:00,EDT,BXA-BXA2,STORET-406391468,,,,Observed Recreational Use - Boating (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5 2014-06-23-10:31W/F 1 P,2014-06-23,10:31:00,EDT,BXA-BXA5,STORET-394126665,,,,"Temperature, water",,19.67,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8 2014-06-02-12:52W/F 1 P,2014-06-02,12:52:00,EDT,BXA-BXA8,STORET-394126019,,,,pH,,7.47,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3 2014-07-21-08:36W/F  V,2014-07-21,08:36:00,EDT,BXA-BXA3,STORET-394127757,,,,Odor (adverse or offensive) (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7-2014-06-23-11:35 W/F,2014-06-23,11:35:00,EDT,BXA-BXA7,STORET-406390381,,,,NPS POLLUTION - Domestic Pets Present (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2-2014-08-11-09:11 W/F,2014-08-11,09:11:00,EDT,BXA-BXA2,STORET-406392170,,,,Floating foam/suds (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1-2014-07-07-08:52 W/F,2014-07-07,08:52:00,EDT,BXA-BXA1,STORET-406390720,,,,Floating debris (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2 2014-07-14-09:06W/F  V,2014-07-14,09:06:00,EDT,BXA-BXA2,STORET-394127309,,,,Observed Recreational Use - Swimming (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1 2014-07-16-10:00W/F 1 P,2014-07-16,10:00:00,EDT,BXA-BXA1,STORET-394127534,,,,Salinity,,0.4,0/00,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5-2014-07-16-10:58 W/F,2014-07-16,10:58:00,EDT,BXA-BXA5,STORET-406391349,,,,NPS POLLUTION - Domestic Pets Present (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,wet weather bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3-2014-08-18-08:30 W/F 1,2014-08-18,08:30:00,EDT,BXA-BXA3,STORET-406392672,,,,Specific conductance,,795,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9 2014-07-21-12:09W/F  V,2014-07-21,12:09:00,EDT,BXA-BXA9,STORET-394127924,,,,NPS POLLUTION - Wildlife Present (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3-2014-06-09-09:05 W/F 1,2014-06-09,09:05:00,EDT,BXA-BXA3,STORET-406389760,,,,"Temperature, water",,19.53,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4 2014-06-02-10:28W/F 1 P,2014-06-02,10:28:00,EDT,BXA-BXA4,STORET-394125914,,,,Conductivity,,1.255,mS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8 2014-06-02-12:52W/F  V,2014-06-02,12:52:00,EDT,BXA-BXA8,STORET-394126002,,,,Precipitation 48hr prior to monitoring event (choice list),,YES,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3-2014-06-02-09:40 W/F,2014-06-02,09:40:00,EDT,BXA-BXA3,STORET-406389486,,,,Discoloration (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8-2014-06-23-12:10 W/F,2014-06-23,12:10:00,EDT,BXA-BXA8,STORET-406390400,,,,Tide stage (choice list),,EBB,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1-2014-08-18-10:11 W/F,2014-08-18,10:11:00,EDT,BXA-BXA1,STORET-406392595,,,,Discoloration (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9 2014-06-16-12:55W/F 1 P,2014-06-16,12:55:00,EDT,BXA-BXA9,STORET-394126535,,,,Salinity,,25.13,0/00,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9 2014-07-14-12:26W/F  V,2014-07-14,12:26:00,EDT,BXA-BXA9,STORET-394127488,,,,Floating foam/suds (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6 2014-08-14-09:33W/F  V,2014-08-14,09:33:00,EDT,BXA-BXA6,STORET-394128725,,,,Precipitation during activity (choice list),,YES,None,,Final,,Actual,,,,,,,,,,Targeted for wet weather (after rain event),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5-2014-08-25-09:53 W/F,2014-08-25,09:53:00,EDT,BXA-BXA5,STORET-406392974,,,,NPS POLLUTION - Domestic Pets Present (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7-2014-06-02-12:20 W/F,2014-06-02,12:20:00,EDT,BXA-BXA7,STORET-406389607,,,,Floating sewage (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1 2014-06-16-09:30W/F  V,2014-06-16,09:30:00,EDT,BXA-BXA1,STORET-394126306,,,,NPS POLLUTION - Domestic Pets Present (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9 2014-08-18-14:00W/F  P,2014-08-18,14:00:00,EDT,BXA-BXA9,STORET-394129041,,,,"Temperature, water",,Y,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8 2014-08-11-11:32W/F 1 P,2014-08-11,11:32:00,EDT,BXA-BXA8,STORET-394128585,,,,Conductivity,,6.07,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6 2014-07-21-10:04W/F 1 P,2014-07-21,10:04:00,EDT,BXA-BXA6,STORET-394127853,,,,"Temperature, water",,21.3,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA8 2014-06-02-12:52W/F  V,2014-06-02,12:52:00,EDT,BXA-BXA8,STORET-394126004,,,,Floating foam/suds (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6 2014-06-16-11:26W/F  V,2014-06-16,11:26:00,EDT,BXA-BXA6,STORET-394126432,,,,Precipitation 48hr prior to monitoring event (choice list),,NO,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3-2014-07-16-09:35 W/F,2014-07-16,09:35:00,EDT,BXA-BXA3,STORET-406391285,,,,Odor (adverse or offensive) (Y/N) (choice list),,Y,None,,Final,,Actual,,,,,,,,,,wet weather bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7-2014-06-09-11:42 W/F,2014-06-09,11:42:00,EDT,BXA-BXA7,STORET-406389868,,,,NPS POLLUTION - Other (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7-2014-06-23-11:36 W/F 1,2014-06-23,11:36:00,EDT,BXA-BXA7,STORET-406390391,,,,Dissolved oxygen (DO),,12.9,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9 2014-08-25-12:02W/F  V,2014-08-25,12:02:00,EDT,BXA-BXA9,STORET-394129272,,,,Floating debris (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1 2014-07-28-09:15W/F  V,2014-07-28,09:15:00,EDT,BXA-BXA1,STORET-394127957,,,,Observed Recreational Use - Swimming (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA6 2014-07-07-10:19W/F  V,2014-07-07,10:19:00,EDT,BXA-BXA6,STORET-394127161,,,,Precipitation 48hr prior to monitoring event (choice list),,NO,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7 2014-07-14-11:32W/F  V,2014-07-14,11:32:00,EDT,BXA-BXA7,STORET-394127440,,,,NPS POLLUTION - Domestic Pets Present (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2 2014-06-09-09:35W/F  V,2014-06-09,09:35:00,EDT,BXA-BXA2,STORET-394126086,,,,Floating debris (Y/N) (choice list),,Y,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3-2014-07-07-08:36 W/F 1,2014-07-07,08:36:00,EDT,BXA-BXA3,STORET-406390789,,,,pH,,7.82,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3 2014-07-14-08:41W/F 1 P,2014-07-14,08:41:00,EDT,BXA-BXA3,STORET-394127345,,,,Salinity,,0.27,0/00,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5 2014-08-14-09:27W/F  V,2014-08-14,09:27:00,EDT,BXA-BXA5,STORET-394128671,,,,Precipitation during activity (choice list),,YES,None,,Final,,Actual,,,,,,,,,,Targeted for wet weather (after rain event),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5-2014-07-21-09:59 W/F,2014-07-21,09:59:00,EDT,BXA-BXA5,STORET-406391554,,,,Observed Recreational Use - Fishing (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9-2014-08-18-14:00 W/F,2014-08-18,14:00:00,EDT,BXA-BXA9,STORET-406392825,,,,Apparent color,,GREEN,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1-2014-06-16-09:30 W/F,2014-06-16,09:30:00,EDT,BXA-BXA1,STORET-406389960,,,,Observed Recreational Use - Other (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA2 2014-06-09-09:35W/F 1 P,2014-06-09,09:35:00,EDT,BXA-BXA2,STORET-394126102,,,,Specific conductance,,942,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1-2014-07-14-08:56 W/F,2014-07-14,08:56:00,EDT,BXA-BXA1,STORET-406390973,,,,Floating foam/suds (Y/N) (choice list),,Y,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5 2014-07-14-10:15W/F  V,2014-07-14,10:15:00,EDT,BXA-BXA5,STORET-394127382,,,,Floating debris (Y/N) (choice list),,Y,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5-2014-07-28-10:26 W/F,2014-07-28,10:26:00,EDT,BXA-BXA5,STORET-406391798,,,,Odor (adverse or offensive) (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3 2014-07-28-08:49W/F  V,2014-07-28,08:49:00,EDT,BXA-BXA3,STORET-394127996,,,,Precipitation during activity (choice list),,NO,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3 2014-07-14-08:37W/F  V,2014-07-14,08:37:00,EDT,BXA-BXA3,STORET-394127325,,,,Odor (adverse or offensive) (Y/N) (choice list),,Y,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA3 2014-07-28-08:49W/F  V,2014-07-28,08:49:00,EDT,BXA-BXA3,STORET-394128003,,,,Floating debris (Y/N) (choice list),,Y,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA1-2014-06-09-09:28 W/F 1,2014-06-09,09:28:00,EDT,BXA-BXA1,STORET-406389705,,,,pH,,7.34,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7 2014-07-14-11:32W/F  V,2014-07-14,11:32:00,EDT,BXA-BXA7,STORET-394127438,,,,NPS POLLUTION - Wildlife Present (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7-2014-06-09-11:42 W/F,2014-06-09,11:42:00,EDT,BXA-BXA7,STORET-406389858,,,,Discoloration (Y/N) (choice list),,Y,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4-2014-08-14-09:07 W/F,2014-08-14,09:07:00,EDT,BXA-BXA4,STORET-406392483,,,,Floating foam/suds (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,wet weather bias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA9-2014-08-25-12:02 W/F,2014-08-25,12:02:00,EDT,BXA-BXA9,STORET-406393083,,,,Odor (adverse or offensive) (Y/N) (choice list),,N,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA4-2014-06-16-11:04 W/F 1,2014-06-16,11:04:00,EDT,BXA-BXA4,STORET-406390046,,,,pH,,7.81,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA7 2014-07-07-11:29W/F  V,2014-07-07,11:29:00,EDT,BXA-BXA7,STORET-394127195,,,,NPS POLLUTION - Wildlife Present (Y/N) (choice list),,N,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
BXA,Bronx River Alliance (Volunteer),BXA-BXA5 2014-07-28-10:28W/F 1 P,2014-07-28,10:28:00,EDT,BXA-BXA5,STORET-394128070,,,,pH,,7.61,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
